Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09883446246385574,469033600
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09367822855710983,175884800
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08680245280265808,105728000
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08895087242126465,86441600
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09152980893850327,73449600
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09711570292711258,48630400
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10184233635663986,37363200
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10613994300365448,46950400
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11172587424516678,48003200
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12203922122716904,55574400
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.12375795841217041,93161600
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.12075014412403107,68880000
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11731264740228653,35750400
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11860164254903793,21660800
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11602357774972916,35728000
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11086652427911758,45158400
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10613994300365448,55686400
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10399150103330612,39827200
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10957744717597961,21504000
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10871805995702744,23699200
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.1048508882522583,23049600
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.10528060048818588,14291200
1981-01-15,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,0.10742904990911484,14067200
1981-01-16,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10656964033842087,13395200
1981-01-19,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11301495879888535,41574400
1981-01-20,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10957744717597961,30083200
1981-01-21,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.11172587424516678,15904000
1981-01-22,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.11301495879888535,35548800
1981-01-23,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,0.11258530616760254,11222400
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11086652427911758,24640000
1981-01-27,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.1100071370601654,23699200
1981-01-28,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10656964033842087,28156800
1981-01-29,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.10270244628190994,43904000
